filename,width,height,class,xmin,ymin,xmax,ymax
535dce91f82992f4_augmented_0.jpg,1024,768,Owl,438,369,709,767
535dce91f82992f4_augmented_1.jpg,1024,768,Owl,517,171,736,539
535dce91f82992f4_augmented_1.jpg,1024,768,Owl,601,528,793,767
535dce91f82992f4_augmented_2.jpg,1024,768,Owl,427,0,679,295
535dce91f82992f4_augmented_2.jpg,1024,768,Owl,523,281,746,764
5367e1c7d739327c.jpg,1024,1024,Brown_bear,167,78,812,954
5367e1c7d739327c_augmented_0.jpg,1024,1024,Brown_bear,294,295,1023,1023
964143ae4c7c84fe_augmented_2.jpg,1024,1024,Brown_bear,45,241,890,1023
964143ae4c7c84fe_augmented_3.jpg,1024,1024,Brown_bear,116,130,1023,1023
964143ae4c7c84fe_augmented_4.jpg,1024,1024,Brown_bear,112,111,895,911
964143ae4c7c84fe_augmented_5.jpg,1024,1024,Brown_bear,190,0,845,1023
964143ae4c7c84fe_augmented_6.jpg,1024,1024,Brown_bear,0,0,1023,1023
96568fa039bb0ecf.jpg,1024,681,Squirrel,131,60,1020,677
96568fa039bb0ecf_augmented_0.jpg,1024,681,Squirrel,0,54,815,439
ddb8693b4be9dd46_augmented_4.jpg,1024,682,Brown_bear,174,48,387,253
ddb8693b4be9dd46_augmented_5.jpg,1024,682,Brown_bear,384,154,772,476
ddb8693b4be9dd46_augmented_6.jpg,1024,682,Brown_bear,622,226,875,508
ddbdb3571f1028d3.jpg,1024,768,Squirrel,328,215,696,556
ddcbb40625fea418.jpg,1024,979,Rabbit,627,325,881,849
ddcbb40625fea418_augmented_0.jpg,1024,979,Rabbit,481,212,709,683
ddcbb40625fea418_augmented_1.jpg,1024,979,Rabbit,964,554,1023,885
ddcbb40625fea418_augmented_2.jpg,1024,979,Rabbit,487,311,1017,879
ddd3fd0ac401fb8d.jpg,1024,683,Squirrel,190,12,734,578
ddd8d10ded82aeca.jpg,1024,768,Deer,112,113,752,692
ddd8d10ded82aeca_augmented_0.jpg,1024,768,Deer,181,207,786,751
dde5df074c008fe1.jpg,1024,684,Goat,346,154,870,607
dde5df074c008fe1_augmented_0.jpg,1024,684,Goat,134,121,686,654
216d01a6c5b1a9e3.jpg,1024,683,Brown_bear,184,401,428,648
216d01a6c5b1a9e3_augmented_0.jpg,1024,683,Brown_bear,469,415,809,643
216d01a6c5b1a9e3_augmented_1.jpg,1024,683,Brown_bear,184,417,497,682
216d01a6c5b1a9e3_augmented_2.jpg,1024,683,Brown_bear,303,371,449,530
216d01a6c5b1a9e3_augmented_3.jpg,1024,683,Brown_bear,0,323,73,601
216d01a6c5b1a9e3_augmented_4.jpg,1024,683,Brown_bear,336,574,580,682
216d01a6c5b1a9e3_augmented_5.jpg,1024,683,Brown_bear,102,344,428,578
0d3984a8a6b02283_augmented_3.jpg,1024,680,Brown_bear,114,260,979,679
0d3984a8a6b02283_augmented_4.jpg,1024,680,Brown_bear,317,185,836,538
0d3984a8a6b02283_augmented_5.jpg,1024,680,Brown_bear,65,177,1023,625
0d3984a8a6b02283_augmented_6.jpg,1024,680,Brown_bear,0,123,675,474
0d3ef599a70d0b3d.jpg,1024,768,Squirrel,0,0,967,585
0d41330551cb4e93.jpg,683,1024,Goat,21,125,682,1023
0d41330551cb4e93_augmented_0.jpg,683,1024,Goat,0,126,682,1022
8a44650221d6be01_augmented_2.jpg,1024,768,Brown_bear,369,191,597,636
8a44650221d6be01_augmented_3.jpg,1024,768,Brown_bear,332,261,620,543
8a44650221d6be01_augmented_4.jpg,1024,768,Brown_bear,391,263,676,541
8a44650221d6be01_augmented_5.jpg,1024,768,Brown_bear,562,158,938,563
8a44650221d6be01_augmented_6.jpg,1024,768,Brown_bear,80,204,834,718
8a4ffb57874862f4.jpg,678,1024,Deer,169,400,384,746
8a4ffb57874862f4_augmented_0.jpg,678,1024,Deer,124,379,363,689
8a55aacd7ea50052.jpg,1024,682,Squirrel,187,0,734,673
359372a4cf35e2d0_augmented_0.jpg,1024,576,Brown_bear,338,97,683,477
359372a4cf35e2d0_augmented_0.jpg,1024,576,Brown_bear,339,100,682,483
359372a4cf35e2d0_augmented_1.jpg,1024,576,Brown_bear,135,0,802,575
359372a4cf35e2d0_augmented_1.jpg,1024,576,Brown_bear,140,0,801,575
359372a4cf35e2d0_augmented_2.jpg,1024,576,Brown_bear,64,116,572,575
359372a4cf35e2d0_augmented_2.jpg,1024,576,Brown_bear,65,120,569,575
359372a4cf35e2d0_augmented_3.jpg,1024,576,Brown_bear,169,0,685,517
359372a4cf35e2d0_augmented_3.jpg,1024,576,Brown_bear,172,0,684,527
359372a4cf35e2d0_augmented_4.jpg,1024,576,Brown_bear,310,90,715,484
359372a4cf35e2d0_augmented_4.jpg,1024,576,Brown_bear,311,93,714,491
359372a4cf35e2d0_augmented_5.jpg,1024,576,Brown_bear,328,66,889,575
359372a4cf35e2d0_augmented_5.jpg,1024,576,Brown_bear,330,70,887,575
359372a4cf35e2d0_augmented_6.jpg,1024,576,Brown_bear,215,21,812,553
359372a4cf35e2d0_augmented_6.jpg,1024,576,Brown_bear,218,25,810,562
359d857a07c58587.jpg,1024,683,Deer,148,30,1023,682
359d857a07c58587_augmented_0.jpg,1024,683,Deer,323,71,1023,578
359ddcd3297621c9.jpg,1024,680,Brown_bear,0,64,491,666
359ddcd3297621c9.jpg,1024,680,Brown_bear,400,96,1023,679
359ddcd3297621c9_augmented_0.jpg,1024,680,Brown_bear,739,0,1023,529
359ddcd3297621c9_augmented_0.jpg,1024,680,Brown_bear,207,0,830,542
359ddcd3297621c9_augmented_1.jpg,1024,680,Brown_bear,0,50,355,494
359ddcd3297621c9_augmented_1.jpg,1024,680,Brown_bear,283,73,778,503
359ddcd3297621c9_augmented_2.jpg,1024,680,Brown_bear,83,22,528,567
359ddcd3297621c9_augmented_2.jpg,1024,680,Brown_bear,446,51,1009,578
359ddcd3297621c9_augmented_3.jpg,1024,680,Brown_bear,760,0,1023,550
359ddcd3297621c9_augmented_3.jpg,1024,680,Brown_bear,228,0,851,563
48da25a89f4af9ed_augmented_1.jpg,1024,683,Brown_bear,197,0,796,682
48da25a89f4af9ed_augmented_2.jpg,1024,683,Brown_bear,271,0,778,667
48da25a89f4af9ed_augmented_3.jpg,1024,683,Brown_bear,223,0,772,682
48da25a89f4af9ed_augmented_4.jpg,1024,683,Brown_bear,145,0,676,598
48da25a89f4af9ed_augmented_5.jpg,1024,683,Brown_bear,130,43,858,614
48da25a89f4af9ed_augmented_6.jpg,1024,683,Brown_bear,545,92,975,676
48e14124fec3859d.jpg,1024,661,Rabbit,62,135,693,604
48e14124fec3859d_augmented_0.jpg,1024,661,Rabbit,390,198,814,514
48e14124fec3859d_augmented_1.jpg,1024,661,Rabbit,84,171,731,552
48e14124fec3859d_augmented_2.jpg,1024,661,Rabbit,441,63,1023,532
617ad00acf01b18c_augmented_0.jpg,1024,682,Brown_bear,0,0,1023,681
617ad00acf01b18c_augmented_1.jpg,1024,682,Brown_bear,80,30,1000,605
617ad00acf01b18c_augmented_2.jpg,1024,682,Brown_bear,58,15,1023,681
617ad00acf01b18c_augmented_3.jpg,1024,682,Brown_bear,29,50,994,623
617ad00acf01b18c_augmented_4.jpg,1024,682,Brown_bear,91,164,933,512
617ad00acf01b18c_augmented_5.jpg,1024,682,Brown_bear,0,0,912,536
617ad00acf01b18c_augmented_6.jpg,1024,682,Brown_bear,0,0,1023,681
627f1a1206ba5332.jpg,1024,684,Brown_bear,217,413,468,611
627f1a1206ba5332.jpg,1024,684,Brown_bear,725,387,809,457
627f1a1206ba5332.jpg,1024,684,Brown_bear,835,357,956,514
627f1a1206ba5332_augmented_0.jpg,1024,684,Brown_bear,196,406,420,649
627f1a1206ba5332_augmented_0.jpg,1024,684,Brown_bear,698,414,809,514
627f1a1206ba5332_augmented_0.jpg,1024,684,Brown_bear,834,383,1019,616
627f1a1206ba5332_augmented_1.jpg,1024,684,Brown_bear,542,386,718,511
627f1a1206ba5332_augmented_1.jpg,1024,684,Brown_bear,303,370,362,414
627f1a1206ba5332_augmented_1.jpg,1024,684,Brown_bear,200,351,285,450
627f1a1206ba5332_augmented_2.jpg,1024,684,Brown_bear,471,415,722,613
627f1a1206ba5332_augmented_2.jpg,1024,684,Brown_bear,979,389,1023,459
627f1a1206ba5332_augmented_3.jpg,1024,684,Brown_bear,282,468,543,666
627f1a1206ba5332_augmented_3.jpg,1024,684,Brown_bear,797,442,886,512
627f1a1206ba5332_augmented_3.jpg,1024,684,Brown_bear,905,412,1023,569
627f1a1206ba5332_augmented_4.jpg,1024,684,Brown_bear,545,390,738,523
627f1a1206ba5332_augmented_4.jpg,1024,684,Brown_bear,283,372,348,419
627f1a1206ba5332_augmented_4.jpg,1024,684,Brown_bear,170,352,262,458
627f1a1206ba5332_augmented_5.jpg,1024,684,Brown_bear,207,418,559,629
627f1a1206ba5332_augmented_5.jpg,1024,684,Brown_bear,767,390,887,464
627f1a1206ba5332_augmented_5.jpg,1024,684,Brown_bear,881,358,1023,526
a753de6b8755393f_augmented_1.jpg,1024,768,Brown_bear,153,146,995,508
a753de6b8755393f_augmented_2.jpg,1024,768,Brown_bear,109,237,1011,578
a753de6b8755393f_augmented_3.jpg,1024,768,Brown_bear,47,186,891,646
a753de6b8755393f_augmented_4.jpg,1024,768,Brown_bear,333,204,1023,445
a753de6b8755393f_augmented_5.jpg,1024,768,Brown_bear,217,244,872,568
a753de6b8755393f_augmented_6.jpg,1024,768,Brown_bear,240,250,733,560
a760f2fee588211e.jpg,1024,683,Deer,243,89,783,542
0574cfdd1f8bfaa6_augmented_0.jpg,1024,683,Brown_bear,268,297,636,477
0574cfdd1f8bfaa6_augmented_0.jpg,1024,683,Brown_bear,551,251,726,460
0574cfdd1f8bfaa6_augmented_0.jpg,1024,683,Brown_bear,600,278,810,456
0574cfdd1f8bfaa6_augmented_0.jpg,1024,683,Brown_bear,731,12,1023,472
0574cfdd1f8bfaa6_augmented_1.jpg,1024,683,Brown_bear,0,128,142,368
0574cfdd1f8bfaa6_augmented_1.jpg,1024,683,Brown_bear,110,66,207,345
0574cfdd1f8bfaa6_augmented_1.jpg,1024,683,Brown_bear,150,102,285,340
0574cfdd1f8bfaa6_augmented_1.jpg,1024,683,Brown_bear,267,0,621,361
0574cfdd1f8bfaa6_augmented_2.jpg,1024,683,Brown_bear,95,359,384,475
0574cfdd1f8bfaa6_augmented_2.jpg,1024,683,Brown_bear,349,329,453,464
0574cfdd1f8bfaa6_augmented_2.jpg,1024,683,Brown_bear,393,346,537,461
0574cfdd1f8bfaa6_augmented_2.jpg,1024,683,Brown_bear,518,176,899,471
0574cfdd1f8bfaa6_augmented_3.jpg,1024,683,Brown_bear,657,370,1008,554
0574cfdd1f8bfaa6_augmented_3.jpg,1024,683,Brown_bear,571,322,726,537
0574cfdd1f8bfaa6_augmented_3.jpg,1024,683,Brown_bear,485,350,678,533
0574cfdd1f8bfaa6_augmented_3.jpg,1024,683,Brown_bear,38,78,545,548
0574cfdd1f8bfaa6_augmented_4.jpg,1024,683,Brown_bear,0,374,350,586
0574cfdd1f8bfaa6_augmented_4.jpg,1024,683,Brown_bear,289,319,442,566
0574cfdd1f8bfaa6_augmented_4.jpg,1024,683,Brown_bear,343,351,542,562
0574cfdd1f8bfaa6_augmented_4.jpg,1024,683,Brown_bear,496,39,1021,580
0574cfdd1f8bfaa6_augmented_5.jpg,1024,683,Brown_bear,351,426,619,586
0574cfdd1f8bfaa6_augmented_5.jpg,1024,683,Brown_bear,587,385,683,571
0574cfdd1f8bfaa6_augmented_5.jpg,1024,683,Brown_bear,627,409,761,567
0574cfdd1f8bfaa6_augmented_5.jpg,1024,683,Brown_bear,743,173,1023,581
0574cfdd1f8bfaa6_augmented_6.jpg,1024,683,Brown_bear,633,367,907,530
0574cfdd1f8bfaa6_augmented_6.jpg,1024,683,Brown_bear,567,324,665,515
0574cfdd1f8bfaa6_augmented_6.jpg,1024,683,Brown_bear,487,349,624,511
0574cfdd1f8bfaa6_augmented_6.jpg,1024,683,Brown_bear,144,108,505,525
05757b2a873fbbd4.jpg,1024,768,Deer,193,190,881,762
057633010604e9a1.jpg,1024,683,Deer,256,270,771,599
0577dcf9a2057682.jpg,1024,677,Goat,298,114,572,575
0577dcf9a2057682_augmented_0.jpg,1024,677,Goat,464,164,677,522
0577dcf9a2057682_augmented_1.jpg,1024,677,Goat,355,185,565,500
30b3846a183af1b7_augmented_0.jpg,1024,683,Brown_bear,549,231,1023,682
30b3846a183af1b7_augmented_1.jpg,1024,683,Brown_bear,99,61,858,682
30b3846a183af1b7_augmented_2.jpg,1024,683,Brown_bear,0,32,565,677
30b3846a183af1b7_augmented_3.jpg,1024,683,Brown_bear,341,76,860,638
30b3846a183af1b7_augmented_4.jpg,1024,683,Brown_bear,291,146,893,560
30b3846a183af1b7_augmented_5.jpg,1024,683,Brown_bear,152,11,1023,644
30b3846a183af1b7_augmented_6.jpg,1024,683,Brown_bear,141,174,900,682
81ed5e079de7852e_augmented_2.jpg,1024,680,Brown_bear,76,189,890,488
81ed5e079de7852e_augmented_3.jpg,1024,680,Brown_bear,422,317,1023,679
81ed5e079de7852e_augmented_4.jpg,1024,680,Brown_bear,305,171,994,495
81ed5e079de7852e_augmented_5.jpg,1024,680,Brown_bear,208,286,1002,660
81ed5e079de7852e_augmented_6.jpg,1024,680,Brown_bear,0,109,771,422
81f4b4b67ed55edc.jpg,1024,683,Goat,0,153,531,682
81f4b4b67ed55edc.jpg,1024,683,Goat,451,76,1023,556
81f4b4b67ed55edc_augmented_0.jpg,1024,683,Goat,756,0,1023,506
81f4b4b67ed55edc_augmented_0.jpg,1024,683,Goat,264,0,836,380
81f4b4b67ed55edc_augmented_1.jpg,1024,683,Goat,638,250,1023,682
81f4b4b67ed55edc_augmented_1.jpg,1024,683,Goat,146,173,718,653
81f77340f2b83c26.jpg,1024,980,Owl,34,94,1023,979
81f77340f2b83c26_augmented_0.jpg,1024,980,Owl,10,201,1023,846
81f77340f2b83c26_augmented_1.jpg,1024,980,Owl,0,147,1023,869
cd986bf54763c632_augmented_2.jpg,1024,683,Brown_bear,232,242,764,531
cd986bf54763c632_augmented_3.jpg,1024,683,Brown_bear,217,242,705,445
cd986bf54763c632_augmented_4.jpg,1024,683,Brown_bear,47,121,599,409
cd986bf54763c632_augmented_5.jpg,1024,683,Brown_bear,131,162,743,530
cd986bf54763c632_augmented_6.jpg,1024,683,Brown_bear,0,101,534,366
cda30026f3f73999.jpg,1024,768,Raccoon,222,85,494,332
cda30026f3f73999.jpg,1024,768,Raccoon,272,388,723,676
cda30026f3f73999_augmented_0.jpg,1024,768,Raccoon,427,234,717,496
cda30026f3f73999_augmented_0.jpg,1024,768,Raccoon,480,557,961,767
d6f68f3cac7dd5c1_augmented_1.jpg,1024,768,Brown_bear,447,346,758,536
d6f68f3cac7dd5c1_augmented_2.jpg,1024,768,Brown_bear,0,185,205,375
d6f68f3cac7dd5c1_augmented_3.jpg,1024,768,Brown_bear,309,319,637,509
d6f68f3cac7dd5c1_augmented_4.jpg,1024,768,Brown_bear,96,403,407,593
d6f68f3cac7dd5c1_augmented_5.jpg,1024,768,Brown_bear,411,339,652,468
d6f68f3cac7dd5c1_augmented_6.jpg,1024,768,Brown_bear,277,355,626,542
d6f6f286042b0c64.jpg,1024,683,Rabbit,256,20,592,464
d6f6f286042b0c64_augmented_0.jpg,1024,683,Rabbit,695,0,1023,346
d6f6f286042b0c64_augmented_1.jpg,1024,683,Rabbit,143,73,632,444
1a4d60e0b47e5af9_augmented_0.jpg,1024,750,Brown_bear,0,136,1023,465
1a4d60e0b47e5af9_augmented_1.jpg,1024,750,Brown_bear,271,163,751,455
1a4d60e0b47e5af9_augmented_2.jpg,1024,750,Brown_bear,0,167,1023,421
1a4d60e0b47e5af9_augmented_3.jpg,1024,750,Brown_bear,416,236,1023,572
1a4d60e0b47e5af9_augmented_4.jpg,1024,750,Brown_bear,202,288,1023,622
1a4d60e0b47e5af9_augmented_5.jpg,1024,750,Brown_bear,0,0,912,305
1a5163eff0c57f50.jpg,1024,769,Deer,0,191,665,604
13a83f7bcf4541c4_augmented_2.jpg,1024,602,Brown_bear,139,421,241,480
13a83f7bcf4541c4_augmented_3.jpg,1024,602,Brown_bear,489,314,625,395
13a83f7bcf4541c4_augmented_4.jpg,1024,602,Brown_bear,496,268,678,375
13a83f7bcf4541c4_augmented_5.jpg,1024,602,Brown_bear,633,302,808,405
13a8cce5114242d1.jpg,1024,686,Deer,58,138,613,683
13a8cce5114242d1_augmented_0.jpg,1024,686,Deer,0,0,578,685
13ab5ffb37539405.jpg,1024,683,Owl,160,147,714,681
13aec3bef644bfbd.jpg,1024,699,Goat,0,42,950,698
13aec3bef644bfbd_augmented_0.jpg,1024,699,Goat,158,133,1023,698
13aec3bef644bfbd_augmented_1.jpg,1024,699,Goat,0,171,835,698
13b12318952aa4a2.jpg,1024,768,Raccoon,462,218,608,458
49ff83bb178e07aa_augmented_0.jpg,1024,571,Deer,353,0,1023,320
49ff83bb178e07aa_augmented_0.jpg,1024,571,Deer,547,0,1023,353
268b623eed11d300_augmented_3.jpg,1024,683,Brown_bear,211,135,654,591
268b623eed11d300_augmented_4.jpg,1024,683,Brown_bear,193,0,397,568
268b623eed11d300_augmented_5.jpg,1024,683,Brown_bear,441,150,661,552
2690a5f91b144c5d.jpg,1024,768,Squirrel,186,224,421,412
2697127de3af2992.jpg,1024,768,Deer,71,288,194,422
2697127de3af2992.jpg,1024,768,Deer,391,224,637,442
2697127de3af2992.jpg,1024,768,Deer,701,238,890,398
2697127de3af2992.jpg,1024,768,Deer,776,316,940,505
2697127de3af2992_augmented_0.jpg,1024,768,Deer,1013,191,1023,325
2697127de3af2992_augmented_0.jpg,1024,768,Deer,570,127,816,345
2697127de3af2992_augmented_0.jpg,1024,768,Deer,317,141,506,301
2697127de3af2992_augmented_0.jpg,1024,768,Deer,267,219,431,408
2697a21a9d962cf8.jpg,1024,683,Owl,56,97,455,615
02cb270ce28df2a4_augmented_2.jpg,1024,683,Brown_bear,148,204,378,451
02cb270ce28df2a4_augmented_3.jpg,1024,683,Brown_bear,689,106,1023,435
